,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,33,1,terran,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,33,1,terran,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,33,1,terran,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,33,1,terran,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,33,1,terran,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,33,1,terran,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,33,1,terran,hard
8,1380,126,0,800,300,0,0,280,0,727,0,275,0,33,1,terran,hard
9,1415,136,0,800,300,0,0,315,0,699,0,275,0,33,1,terran,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,33,1,terran,hard
11,1505,166,0,950,300,0,0,405,0,699,0,325,0,33,1,terran,hard
12,1545,171,0,950,300,0,0,445,0,727,0,425,0,33,1,terran,hard
13,1585,176,0,950,325,0,0,485,0,671,0,425,0,33,1,terran,hard
14,1633,181,0,950,325,0,0,525,8,671,44,425,0,33,1,terran,hard
15,1682,186,0,1050,325,0,0,570,12,699,67,475,0,33,1,terran,hard
16,1725,191,0,1100,325,0,0,605,20,671,111,475,0,33,1,terran,hard
17,1583,196,0,1100,325,0,0,655,28,727,111,675,0,33,1,terran,hard
18,1836,201,0,1100,325,0,0,700,36,727,134,725,0,33,1,terran,hard
19,1884,206,0,1150,325,0,0,740,44,783,111,725,0,33,1,terran,hard
20,1943,211,0,1150,325,0,0,795,48,783,111,725,0,33,1,terran,hard
21,1996,216,0,1150,325,0,0,840,56,755,111,775,0,33,1,terran,hard
22,2049,221,0,1200,325,0,0,885,64,811,134,775,0,33,1,terran,hard
23,2112,226,0,1200,325,0,0,940,72,811,134,775,0,33,1,terran,hard
24,2160,231,0,1200,325,0,0,980,80,811,134,825,0,33,1,terran,hard
25,2223,236,0,1250,325,0,0,1035,88,839,134,825,0,33,1,terran,hard
26,1977,241,0,1250,325,0,0,1085,92,811,111,1125,0,33,1,terran,hard
27,2015,246,0,1250,325,0,0,1140,100,895,111,1150,0,33,1,terran,hard
28,2089,252,0,1300,325,0,0,1185,104,839,89,1200,0,33,1,terran,hard
29,2447,257,0,1300,325,0,0,1235,112,839,111,1200,0,33,1,terran,hard
30,2501,262,0,1300,325,0,0,1285,116,811,89,1250,0,33,1,terran,hard
31,2569,268,0,1350,525,0,0,1345,124,867,111,1250,0,33,1,terran,hard
32,2477,278,0,1350,525,0,0,1395,132,895,111,1400,0,33,1,terran,hard
33,2675,288,0,1350,525,0,0,1435,140,839,134,1450,0,33,1,terran,hard
34,2729,298,0,1400,550,0,0,1485,144,811,111,1450,0,33,1,terran,hard
35,2792,308,0,1400,550,0,0,1540,152,811,111,1450,0,33,1,terran,hard
36,2853,318,0,1400,550,0,0,1585,168,839,156,1500,0,33,1,terran,hard
37,2929,328,0,1450,550,0,0,1645,184,895,223,1500,0,33,1,terran,hard
38,2985,338,0,1450,550,0,0,1685,200,811,268,1500,0,33,1,terran,hard
39,3056,348,0,1450,550,0,0,1740,216,867,268,1550,0,33,1,terran,hard
40,3137,358,0,1500,550,0,0,1805,232,867,268,1550,0,33,1,terran,hard
41,2885,368,0,1500,550,0,0,1845,240,867,223,1850,0,33,1,terran,hard
42,3256,378,0,1500,550,0,0,1900,256,895,223,1900,0,33,1,terran,hard
43,3327,388,0,1550,550,0,0,1955,272,783,223,1900,0,33,1,terran,hard
44,3383,400,0,1550,700,0,0,1995,288,867,268,1900,0,33,1,terran,hard
45,3445,415,0,1550,700,0,0,2045,300,811,246,1900,0,33,1,terran,hard
46,3521,435,0,1600,700,0,0,2105,316,867,246,1900,0,33,1,terran,hard
47,3588,455,0,1600,700,0,0,2160,328,895,223,1900,0,33,1,terran,hard
48,3659,476,0,1600,700,0,0,2215,344,951,246,1900,0,33,1,terran,hard
49,3730,503,0,1600,1000,0,0,2270,360,951,246,2000,0,33,1,terran,hard
50,3801,524,0,1600,1000,0,0,2325,376,951,268,2050,0,33,1,terran,hard
51,3882,544,0,1600,1000,0,0,2390,392,979,268,2100,0,33,1,terran,hard
52,3945,564,0,1650,1000,0,0,2445,400,979,223,2200,0,33,1,terran,hard
53,4026,584,2,1750,1000,0,0,2510,416,1035,223,2200,0,33,1,terran,hard
54,4087,604,7,1750,1000,0,0,2555,432,923,223,2300,0,33,1,terran,hard
55,4173,624,12,1800,1000,0,0,2625,448,1035,268,2375,25,33,1,terran,hard
56,4250,644,17,1800,1000,0,0,2690,460,1007,246,2375,25,33,1,terran,hard
57,4321,664,22,1900,1000,0,0,2745,476,1063,246,2450,50,33,1,terran,hard
58,4402,686,27,1900,1000,0,0,2810,492,1035,246,2525,75,33,1,terran,hard
59,4484,706,32,2000,1000,0,0,2880,504,1063,246,2525,75,33,1,terran,hard
60,4565,726,37,2100,1000,0,0,2945,520,1119,246,2625,75,33,1,terran,hard
61,4641,749,42,2100,1000,0,0,3005,536,1091,246,2700,100,33,1,terran,hard
62,4727,773,47,2100,1300,0,0,3075,552,1091,268,2775,125,33,1,terran,hard
63,4800,799,52,2200,1300,0,0,3140,560,1091,223,2775,125,33,1,terran,hard
64,4886,825,57,2300,1300,0,0,3210,576,1119,223,2925,175,33,1,terran,hard
65,4957,852,62,2400,1300,0,0,3265,592,1063,223,3000,200,33,1,terran,hard
66,5048,877,67,2400,1300,0,0,3340,608,1119,268,3000,200,33,1,terran,hard
67,5130,906,72,2600,1300,0,0,3410,620,1147,246,3075,225,33,1,terran,hard
68,5206,933,77,2600,1300,0,0,3470,636,1147,246,3250,250,33,1,terran,hard
69,5282,958,82,2800,1300,0,0,3530,652,1063,246,3325,275,33,1,terran,hard
70,5369,985,87,2900,1300,0,0,3605,664,1091,246,3400,300,33,1,terran,hard
71,5450,1011,92,2900,1300,0,0,3670,680,1119,246,3475,325,33,1,terran,hard
72,5531,1036,97,3000,1300,0,0,3735,696,1147,246,3475,325,33,1,terran,hard
73,5607,1061,102,3200,1300,0,0,3795,712,1063,268,3650,350,33,1,terran,hard
74,5690,1089,107,3200,1300,0,0,3870,720,1119,223,3725,375,33,1,terran,hard
75,5766,1114,111,3300,1300,0,0,3930,736,1091,223,3800,400,33,1,terran,hard
76,5857,1139,116,3500,1300,0,0,4005,752,1175,223,3875,425,33,1,terran,hard
77,5928,1168,121,3500,1300,0,0,4060,768,1063,268,3875,425,33,1,terran,hard
78,6020,1194,126,3700,1300,0,0,4140,780,1147,246,3950,450,33,1,terran,hard
79,6091,1222,131,3700,1300,0,0,4195,796,1063,246,4050,450,33,1,terran,hard
80,6177,1251,136,3800,1300,0,0,4265,812,1119,246,4125,475,33,1,terran,hard
81,6249,1277,141,4000,1300,0,0,4325,824,1063,246,4200,500,33,1,terran,hard
82,6340,1306,146,4000,1300,0,0,4400,840,1147,246,4350,550,33,1,terran,hard
83,6416,1335,151,4200,1300,0,0,4460,856,1119,246,4350,550,33,1,terran,hard
84,6492,1363,156,4200,1300,0,0,4520,872,1063,268,4450,550,33,1,terran,hard
85,6575,1392,161,4300,1300,0,0,4595,880,1063,223,4525,575,33,1,terran,hard
86,6651,1425,166,4400,1300,0,0,4655,896,1091,223,4600,600,33,1,terran,hard
87,6742,1451,171,4500,1300,0,0,4730,912,1175,223,4675,625,33,1,terran,hard
88,6808,1480,176,4600,1300,0,0,4780,928,1063,268,4750,650,33,1,terran,hard
89,6900,1510,181,4700,1300,0,0,4860,940,1147,246,4850,650,33,1,terran,hard
90,6971,1541,186,4800,1300,0,0,4915,956,1063,246,4850,650,33,1,terran,hard
91,7062,1579,191,4800,1300,0,0,4990,972,1175,246,4850,650,33,1,terran,hard
92,7129,1623,196,5000,1300,0,0,5045,984,1035,246,4850,650,33,1,terran,hard
93,7225,1661,201,5100,1300,0,0,5125,1000,1175,246,5150,750,33,1,terran,hard
94,7296,1694,206,5200,1300,0,0,5180,1016,1063,246,5150,750,33,1,terran,hard
95,7387,1730,211,5200,1300,0,0,5255,1032,1175,268,5250,750,33,1,terran,hard
96,7455,1764,216,5200,1300,0,0,5315,1040,1063,223,5325,775,33,1,terran,hard
97,7546,1799,221,5200,1300,0,0,5390,1056,1175,223,5400,800,33,1,terran,hard
98,7622,1838,226,5400,1300,0,0,5450,1072,1091,223,5400,800,33,1,terran,hard
99,7703,1879,231,5600,1300,0,0,5515,1088,1119,268,5400,800,33,1,terran,hard
100,7780,1927,236,5700,1300,0,0,5580,1100,1063,246,5400,800,33,1,terran,hard
101,7861,1976,241,5700,1300,0,0,5645,1116,1091,246,5475,825,33,1,terran,hard
102,7947,2027,246,5900,1300,0,0,5715,1132,1119,246,5475,825,33,1,terran,hard
103,8014,2085,251,5900,1300,0,0,5770,1144,1063,246,5475,825,33,1,terran,hard
104,8105,2149,256,5900,1300,0,0,5845,1160,1119,246,5475,825,33,1,terran,hard
105,8186,2214,261,5900,1300,0,0,5910,1176,1091,246,5475,825,33,1,terran,hard
106,8272,2284,266,6000,1300,0,0,5980,1192,1175,268,5475,825,33,1,terran,hard
107,8335,2354,271,6000,1300,0,0,6035,1200,1063,223,5475,825,33,1,terran,hard
108,8426,2423,276,6000,1300,0,0,6110,1216,1119,223,5650,850,33,1,terran,hard
109,8502,2476,281,6000,1300,0,0,6170,1232,1063,223,5800,900,33,1,terran,hard
110,8593,2526,286,6000,1300,0,0,6245,1248,1147,268,5800,900,33,1,terran,hard
111,8660,2577,291,6000,1300,0,0,6300,1260,1063,246,5800,900,33,1,terran,hard
112,8751,2639,296,6000,1300,0,0,6375,1276,1147,246,5875,925,33,1,terran,hard
113,8827,2699,301,6100,1300,0,0,6435,1292,1091,246,5875,925,33,1,terran,hard
114,8909,2759,305,6400,1300,0,0,6505,1304,1119,246,5875,925,33,1,terran,hard
115,8980,2826,310,6400,1300,0,0,6560,1320,1035,246,5875,925,33,1,terran,hard
116,9066,2891,315,6400,1300,0,0,6630,1336,1091,246,5950,950,33,1,terran,hard
117,9122,2956,320,6500,1300,0,0,6670,1352,951,268,5950,950,33,1,terran,hard
118,9185,3021,325,6500,1300,150,0,6725,1360,923,223,5950,950,33,1,terran,hard
119,9261,3091,330,6500,1300,150,0,6785,1376,867,223,5950,950,33,1,terran,hard
120,9322,3161,335,6500,1300,200,0,6830,1392,895,223,5950,950,33,1,terran,hard
121,9388,3231,340,6600,1300,250,400,6880,1408,867,268,5950,950,33,1,terran,hard
122,9455,3301,345,6600,1300,250,475,6935,1420,839,246,5950,950,33,1,terran,hard
123,9526,3365,350,6600,1300,300,475,6990,1436,867,246,6125,975,33,1,terran,hard
124,9592,3425,355,6600,1300,450,475,7040,1452,895,246,6125,975,33,1,terran,hard
125,9654,3485,360,6600,1300,450,725,7090,1464,867,246,6125,975,33,1,terran,hard
126,9725,3551,365,6600,1300,500,725,7145,1480,895,246,6125,975,33,1,terran,hard
127,9691,3621,370,6700,1300,800,725,7195,1496,867,246,6125,975,33,1,terran,hard
128,9447,3691,375,6700,1300,1100,725,7235,1512,811,268,6125,975,33,1,terran,hard
129,9095,3761,380,6800,1300,1300,800,7275,1520,727,223,6125,975,33,1,terran,hard
130,9046,3831,385,6800,1300,1950,800,7310,1536,643,223,6200,1000,33,1,terran,hard
131,8997,3896,390,6800,1300,2425,800,7345,1552,615,223,6200,1000,33,1,terran,hard
132,9048,3956,395,6800,1300,2900,875,7380,1568,559,268,6275,1025,33,1,terran,hard
133,9090,4014,400,6800,1300,3100,950,7410,1580,559,246,6350,1050,33,1,terran,hard
134,9146,4066,405,6800,1300,3150,1075,7450,1596,587,246,6500,1100,33,1,terran,hard
135,9197,4121,410,6800,1300,3300,1075,7485,1612,615,246,6500,1100,33,1,terran,hard
136,9239,4171,415,6900,1300,3500,1325,7515,1624,587,246,6575,1125,33,1,terran,hard
137,9290,4222,420,7000,1300,3500,1600,7550,1640,559,246,6650,1150,33,1,terran,hard
138,9346,4276,425,7100,1300,3700,1700,7590,1656,587,246,6650,1150,33,1,terran,hard
