,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,16,0,protoss,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,16,0,protoss,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,16,0,protoss,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,16,0,protoss,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,16,0,protoss,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,16,0,protoss,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,16,0,protoss,hard
8,1385,126,0,800,300,0,0,285,0,755,0,275,0,16,0,protoss,hard
9,1425,136,0,800,300,0,0,325,0,755,0,275,0,16,0,protoss,hard
10,1465,151,0,800,300,0,0,365,0,699,0,275,0,16,0,protoss,hard
11,1510,166,0,950,300,0,0,410,0,699,0,325,0,16,0,protoss,hard
12,1555,171,0,950,300,0,0,455,0,727,0,425,0,16,0,protoss,hard
13,1605,176,0,950,325,0,0,505,0,755,0,425,0,16,0,protoss,hard
14,1639,181,0,950,325,0,0,535,4,699,22,425,0,16,0,protoss,hard
15,1697,186,0,1050,325,0,0,585,12,727,67,425,0,16,0,protoss,hard
16,1540,196,0,1100,325,0,0,620,20,671,111,625,0,16,0,protoss,hard
17,1794,202,0,1100,325,0,0,670,24,755,111,675,0,16,0,protoss,hard
18,1842,207,0,1100,325,0,0,710,32,699,111,725,0,16,0,protoss,hard
19,1900,212,0,1100,325,0,0,760,40,783,111,725,0,16,0,protoss,hard
20,1958,217,0,1150,325,0,0,810,48,783,134,725,0,16,0,protoss,hard
21,2006,222,0,1150,325,0,0,850,56,783,134,775,0,16,0,protoss,hard
22,2069,227,0,1200,325,0,0,905,64,811,134,775,0,16,0,protoss,hard
23,2127,232,0,1200,325,0,0,955,72,811,134,775,0,16,0,protoss,hard
24,2186,237,0,1200,325,0,0,1010,76,895,111,825,0,16,0,protoss,hard
25,2244,242,0,1250,325,0,0,1060,84,867,111,825,0,16,0,protoss,hard
26,2002,247,0,1250,325,0,0,1110,92,839,111,1125,0,16,0,protoss,hard
27,2026,253,0,1250,325,0,0,1155,96,811,111,1175,0,16,0,protoss,hard
