,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,26,-1,zerg,hard
2,1125,37,0,700,300,0,0,25,0,176,0,50,0,26,-1,zerg,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,26,-1,zerg,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,26,-1,zerg,hard
5,1250,84,0,750,300,0,0,150,0,727,0,100,0,26,-1,zerg,hard
6,1260,102,0,800,300,0,0,185,0,699,0,225,0,26,-1,zerg,hard
7,1340,117,0,800,300,0,0,240,0,671,0,225,0,26,-1,zerg,hard
8,1380,127,0,800,300,0,0,280,0,727,0,275,0,26,-1,zerg,hard
9,1420,138,0,800,300,0,0,320,0,755,0,275,0,26,-1,zerg,hard
10,1475,153,0,800,300,0,0,375,0,755,0,275,0,26,-1,zerg,hard
11,1515,167,0,950,300,0,0,415,0,755,0,325,0,26,-1,zerg,hard
12,1550,172,0,950,300,0,0,450,0,727,0,425,0,26,-1,zerg,hard
13,1595,177,0,950,325,0,0,495,0,671,0,425,0,26,-1,zerg,hard
14,1643,182,0,950,325,0,0,535,8,643,44,425,0,26,-1,zerg,hard
15,1687,187,0,1050,325,0,0,575,12,699,67,475,0,26,-1,zerg,hard
16,1730,192,0,1100,325,0,0,610,20,643,111,475,0,26,-1,zerg,hard
17,1588,197,0,1100,325,0,0,660,28,699,111,675,0,26,-1,zerg,hard
18,1846,202,0,1100,325,0,0,710,36,727,134,725,0,26,-1,zerg,hard
19,1904,207,0,1150,325,0,0,760,44,839,134,725,0,26,-1,zerg,hard
20,1943,212,0,1150,325,0,0,795,48,783,111,725,0,26,-1,zerg,hard
21,2001,217,0,1150,325,0,0,845,56,783,111,775,0,26,-1,zerg,hard
22,2069,222,0,1200,325,0,0,905,64,811,111,775,0,26,-1,zerg,hard
23,2122,227,0,1200,325,0,0,950,72,867,134,775,0,26,-1,zerg,hard
24,2175,232,0,1200,325,0,0,995,80,839,134,825,0,26,-1,zerg,hard
25,2248,237,0,1250,325,0,0,1060,88,867,134,825,0,26,-1,zerg,hard
26,1997,242,0,1250,325,0,0,1105,92,867,111,1125,0,26,-1,zerg,hard
27,2290,248,0,1250,325,0,0,1140,100,811,111,900,0,26,-1,zerg,hard
28,2103,256,13,1300,325,0,0,1195,108,755,111,1200,0,26,-1,zerg,hard
29,2446,261,28,1300,325,0,0,1230,116,699,134,1200,0,26,-1,zerg,hard
30,2499,267,43,1300,325,0,0,1275,124,755,134,1200,0,26,-1,zerg,hard
31,2557,276,58,1300,525,0,0,1325,132,727,134,1250,0,26,-1,zerg,hard
32,2605,286,73,1350,525,0,0,1365,140,755,134,1250,0,26,-1,zerg,hard
33,2649,296,88,1350,550,0,0,1405,144,727,111,1300,0,26,-1,zerg,hard
34,2697,306,103,1400,550,0,0,1445,152,671,111,1300,0,26,-1,zerg,hard
35,2753,316,118,1400,550,0,0,1485,168,671,156,1300,0,26,-1,zerg,hard
36,2814,326,133,1400,550,0,0,1530,184,699,223,1300,0,26,-1,zerg,hard
37,2866,337,148,1450,550,0,0,1570,196,699,246,1350,0,26,-1,zerg,hard
38,2927,347,163,1450,550,0,0,1615,212,727,246,1350,0,26,-1,zerg,hard
39,2993,357,178,1450,550,0,0,1665,228,755,246,1350,0,26,-1,zerg,hard
40,3055,372,193,1500,550,0,0,1715,240,811,246,1350,0,26,-1,zerg,hard
41,3111,387,208,1500,550,0,0,1755,256,783,246,1350,0,26,-1,zerg,hard
42,3172,403,223,1500,550,0,0,1800,272,755,246,1350,0,26,-1,zerg,hard
43,3238,423,238,1500,550,0,0,1850,288,755,268,1350,0,26,-1,zerg,hard
44,3300,443,253,1500,550,0,0,1900,300,755,246,1350,0,26,-1,zerg,hard
45,3361,463,268,1500,550,0,0,1945,316,811,246,1350,0,26,-1,zerg,hard
46,3423,488,283,1500,550,0,0,1995,328,811,223,1350,0,26,-1,zerg,hard
47,3494,513,298,1500,550,0,0,2050,344,895,246,1350,0,26,-1,zerg,hard
48,3546,538,313,1500,550,0,0,2090,356,811,223,1350,0,26,-1,zerg,hard
49,3617,567,328,1500,850,0,0,2145,372,839,246,1400,0,26,-1,zerg,hard
50,3688,595,343,1500,850,0,0,2200,388,839,246,1450,0,26,-1,zerg,hard
