,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,29,-1,protoss,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,29,-1,protoss,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,29,-1,protoss,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,29,-1,protoss,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,29,-1,protoss,hard
6,1260,102,0,800,300,0,0,185,0,699,0,225,0,29,-1,protoss,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,29,-1,protoss,hard
8,1380,126,0,800,300,0,0,280,0,727,0,275,0,29,-1,protoss,hard
9,1415,136,0,800,300,0,0,315,0,727,0,275,0,29,-1,protoss,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,29,-1,protoss,hard
11,1505,166,0,950,300,0,0,405,0,699,0,325,0,29,-1,protoss,hard
12,1550,171,0,950,300,0,0,450,0,755,0,425,0,29,-1,protoss,hard
13,1585,176,0,950,325,0,0,485,0,671,0,425,0,29,-1,protoss,hard
14,1634,181,0,950,325,0,0,530,4,699,22,425,0,29,-1,protoss,hard
15,1687,186,0,1050,325,0,0,575,12,699,67,475,0,29,-1,protoss,hard
16,1730,191,0,1100,325,0,0,610,20,727,111,475,0,29,-1,protoss,hard
17,1579,196,0,1100,325,0,0,655,24,699,111,675,0,29,-1,protoss,hard
18,1832,201,0,1100,325,0,0,700,32,699,111,725,0,29,-1,protoss,hard
19,1885,206,0,1150,325,0,0,745,40,755,111,725,0,29,-1,protoss,hard
20,1933,211,0,1150,325,0,0,785,48,727,134,725,0,29,-1,protoss,hard
21,1991,216,0,1150,325,0,0,835,56,727,134,775,0,29,-1,protoss,hard
22,2049,221,0,1200,325,0,0,885,64,783,134,775,0,29,-1,protoss,hard
23,2112,226,0,1200,325,0,0,940,72,867,134,775,0,29,-1,protoss,hard
24,2166,231,0,1200,325,0,0,990,76,867,111,825,0,29,-1,protoss,hard
25,2219,236,0,1250,325,0,0,1035,84,839,111,825,0,29,-1,protoss,hard
26,1992,241,0,1250,325,0,0,1100,92,895,111,1125,0,29,-1,protoss,hard
27,2020,246,0,1250,325,0,0,1145,100,895,134,1150,0,29,-1,protoss,hard
28,2108,252,0,1300,325,0,0,1200,108,923,134,1200,0,29,-1,protoss,hard
29,2461,257,0,1300,325,0,0,1245,116,811,134,1200,0,29,-1,protoss,hard
30,2524,262,0,1300,325,0,0,1300,124,867,134,1250,0,29,-1,protoss,hard
31,2578,267,0,1350,525,0,0,1350,128,839,111,1250,0,29,-1,protoss,hard
32,2501,277,0,1350,525,0,0,1415,136,923,111,1400,0,29,-1,protoss,hard
33,2704,287,0,1350,525,0,0,1460,144,895,111,1450,0,29,-1,protoss,hard
34,2757,297,0,1400,550,0,0,1505,152,839,134,1450,0,29,-1,protoss,hard
35,2829,307,0,1400,550,0,0,1565,164,867,156,1450,0,29,-1,protoss,hard
36,2891,317,0,1400,550,0,0,1615,176,839,179,1500,0,29,-1,protoss,hard
37,2952,327,0,1450,550,0,0,1660,192,895,223,1500,0,29,-1,protoss,hard
38,3018,337,0,1450,550,0,0,1710,208,811,246,1500,0,29,-1,protoss,hard
39,2789,348,0,1450,550,0,0,1765,224,867,268,1800,0,29,-1,protoss,hard
40,3150,361,0,1500,550,0,0,1810,240,839,268,1850,0,29,-1,protoss,hard
41,3222,371,0,1500,550,0,0,1870,252,895,246,1850,0,29,-1,protoss,hard
42,3269,381,0,1500,550,0,0,1905,264,783,223,1900,0,29,-1,protoss,hard
43,3355,391,0,1550,550,0,0,1975,280,923,223,1900,0,29,-1,protoss,hard
44,3411,404,0,1550,700,0,0,2015,296,811,246,1900,0,29,-1,protoss,hard
45,3497,420,0,1550,700,0,0,2085,312,1007,268,1900,0,29,-1,protoss,hard
46,3564,440,0,1600,700,0,0,2140,324,895,246,1900,0,29,-1,protoss,hard
47,3625,460,0,1600,700,0,0,2185,340,951,246,1900,0,29,-1,protoss,hard
48,3692,480,0,1600,700,0,0,2240,352,867,223,1900,0,29,-1,protoss,hard
49,3778,507,0,1600,1000,0,0,2310,368,979,246,1950,0,29,-1,protoss,hard
50,3849,532,0,1600,1000,0,0,2365,384,1007,246,2050,0,29,-1,protoss,hard
51,3915,552,0,1600,1000,0,0,2415,400,979,268,2100,0,29,-1,protoss,hard
52,3997,574,0,1650,1000,0,0,2485,412,979,246,2100,0,29,-1,protoss,hard
53,4069,595,0,1700,1000,0,0,2545,424,979,223,2200,0,29,-1,protoss,hard
54,4150,615,4,1750,1000,0,0,2610,440,1091,223,2300,0,29,-1,protoss,hard
55,4216,635,9,1800,1000,0,0,2660,456,979,246,2375,25,29,-1,protoss,hard
56,4297,655,14,1800,1000,0,0,2725,472,1035,268,2375,25,29,-1,protoss,hard
57,4374,676,19,1800,1000,0,0,2790,484,979,246,2375,25,29,-1,protoss,hard
58,4465,697,24,1900,1000,0,0,2865,500,1147,246,2525,75,29,-1,protoss,hard
59,4532,717,29,2000,1000,0,0,2920,512,1063,223,2525,75,29,-1,protoss,hard
60,4613,739,34,2000,1300,0,0,2985,528,1119,246,2600,100,29,-1,protoss,hard
61,4689,765,39,2100,1300,0,0,3045,544,1007,246,2750,150,29,-1,protoss,hard
62,4780,790,44,2100,1300,0,0,3120,560,1119,268,2750,150,29,-1,protoss,hard
63,4842,816,49,2300,1300,0,0,3170,572,1035,246,2850,150,29,-1,protoss,hard
64,4924,841,54,2300,1300,50,0,3240,584,1091,223,3000,200,29,-1,protoss,hard
65,5000,866,59,2300,1300,50,0,3300,600,1035,223,3000,200,29,-1,protoss,hard
66,5091,892,64,2600,1300,50,0,3375,616,1091,246,3075,225,29,-1,protoss,hard
67,5157,918,69,2600,1300,50,0,3425,632,1035,268,3250,250,29,-1,protoss,hard
68,5239,943,74,2700,1300,50,0,3495,644,1091,246,3250,250,29,-1,protoss,hard
69,5320,968,79,2900,1300,50,0,3560,660,1091,246,3400,300,29,-1,protoss,hard
70,5392,995,84,2900,1300,50,0,3620,672,1091,223,3400,300,29,-1,protoss,hard
71,5468,1021,89,2900,1300,50,0,3680,688,1035,246,3475,325,29,-1,protoss,hard
72,5554,1047,94,3200,1300,50,0,3750,704,1063,246,3550,350,29,-1,protoss,hard
73,5635,1074,99,3200,1300,50,0,3815,720,1091,268,3650,350,29,-1,protoss,hard
74,5707,1100,104,3200,1300,50,0,3875,732,1091,246,3725,375,29,-1,protoss,hard
75,5784,1127,109,3400,1300,50,0,3940,744,1035,223,3725,375,29,-1,protoss,hard
76,5860,1160,114,3500,1300,50,0,4000,760,1035,223,3800,400,29,-1,protoss,hard
77,5946,1189,119,3600,1300,50,0,4070,776,1091,246,3950,450,29,-1,protoss,hard
78,6027,1216,124,3700,1300,50,0,4135,792,1091,268,3950,450,29,-1,protoss,hard
79,6099,1246,129,3800,1300,50,0,4195,804,1091,246,4125,475,29,-1,protoss,hard
80,6175,1276,134,3800,1300,50,0,4255,820,1035,246,4125,475,29,-1,protoss,hard
81,6267,1308,139,3900,1300,50,0,4335,832,1147,223,4125,475,29,-1,protoss,hard
82,6338,1350,144,4000,1300,50,0,4390,848,1063,246,4125,475,29,-1,protoss,hard
83,6414,1385,149,4100,1300,50,0,4450,864,1091,246,4350,550,29,-1,protoss,hard
84,6505,1416,154,4300,1300,50,0,4525,880,1063,268,4350,550,29,-1,protoss,hard
85,6582,1458,159,4300,1300,50,0,4590,892,1147,246,4350,550,29,-1,protoss,hard
86,6649,1494,164,4300,1300,50,0,4645,904,1091,223,4525,575,29,-1,protoss,hard
87,6730,1528,169,4300,1300,50,0,4710,920,1035,223,4600,600,29,-1,protoss,hard
88,6816,1570,174,4600,1300,50,0,4780,936,1063,246,4600,600,29,-1,protoss,hard
89,6907,1615,179,4600,1300,50,0,4855,952,1119,268,4600,600,29,-1,protoss,hard
90,6969,1661,184,4700,1300,50,0,4905,964,1091,246,4600,600,29,-1,protoss,hard
91,7055,1718,189,4800,1300,50,0,4975,980,1091,246,4600,600,29,-1,protoss,hard
92,7127,1774,194,4900,1300,50,0,5035,992,1063,223,4675,625,29,-1,protoss,hard
93,7213,1831,199,4900,1300,50,0,5105,1008,1119,246,4675,625,29,-1,protoss,hard
94,7284,1896,204,4900,1300,50,0,5160,1024,1035,246,4675,625,29,-1,protoss,hard
95,7370,1965,209,4900,1300,50,0,5230,1040,1091,268,4675,625,29,-1,protoss,hard
96,7447,2035,214,4900,1300,50,0,5295,1052,1063,246,4675,625,29,-1,protoss,hard
97,7514,2105,219,5000,1300,50,0,5350,1064,1063,223,4675,625,29,-1,protoss,hard
98,7600,2175,224,5000,1300,50,0,5420,1080,1035,223,4675,625,29,-1,protoss,hard
99,7681,2245,229,5000,1300,50,0,5485,1096,1063,246,4675,625,29,-1,protoss,hard
100,7767,2314,234,5000,1300,50,0,5555,1112,1147,268,4750,650,29,-1,protoss,hard
101,7834,2379,239,5000,1300,50,0,5610,1124,1091,246,4850,650,29,-1,protoss,hard
102,7915,2436,244,5000,1300,50,0,5675,1140,1063,246,4925,675,29,-1,protoss,hard
103,7987,2492,249,5000,1300,50,0,5735,1152,1007,223,4925,675,29,-1,protoss,hard
104,8083,2545,254,5000,1300,50,0,5815,1168,1147,246,5075,725,29,-1,protoss,hard
105,8149,2600,259,5000,1300,50,0,5865,1184,1035,246,5075,725,29,-1,protoss,hard
106,8230,2655,264,5200,1300,50,0,5930,1200,1091,268,5075,725,29,-1,protoss,hard
107,8307,2718,269,5300,1300,50,0,5995,1212,1007,246,5075,725,29,-1,protoss,hard
108,8394,2784,274,5300,1300,50,0,6070,1224,1147,223,5250,750,29,-1,protoss,hard
109,8465,2844,279,5500,1300,50,0,6125,1240,1063,223,5250,750,29,-1,protoss,hard
110,8546,2904,284,5500,1300,50,0,6190,1256,1091,246,5250,750,29,-1,protoss,hard
111,8627,2963,289,5500,1300,50,0,6255,1272,1063,268,5325,775,29,-1,protoss,hard
112,8709,3025,294,5500,1300,50,0,6325,1284,1091,246,5400,800,29,-1,protoss,hard
113,8775,3085,299,5700,1300,50,0,6375,1300,1035,246,5400,800,29,-1,protoss,hard
