,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,6,0,terran,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,6,0,terran,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,6,0,terran,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,6,0,terran,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,6,0,terran,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,6,0,terran,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,6,0,terran,hard
8,1380,126,0,800,300,0,0,280,0,727,0,275,0,6,0,terran,hard
9,1420,136,0,800,300,0,0,320,0,727,0,275,0,6,0,terran,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,6,0,terran,hard
11,1505,166,0,950,300,0,0,405,0,699,0,325,0,6,0,terran,hard
12,1555,171,0,950,300,0,0,455,0,727,0,425,0,6,0,terran,hard
13,1590,176,0,950,325,0,0,490,0,699,0,425,0,6,0,terran,hard
14,1633,181,0,950,325,0,0,525,8,671,44,425,0,6,0,terran,hard
15,1682,186,0,1050,325,0,0,570,12,671,67,475,0,6,0,terran,hard
16,1725,191,0,1100,325,0,0,605,20,671,111,475,0,6,0,terran,hard
17,1583,196,0,1100,325,0,0,655,28,727,111,675,0,6,0,terran,hard
18,1836,201,0,1100,325,0,0,700,36,727,134,725,0,6,0,terran,hard
19,1875,206,0,1150,325,0,0,735,40,727,111,725,0,6,0,terran,hard
20,1938,211,0,1150,325,0,0,790,48,755,111,725,0,6,0,terran,hard
21,2001,216,0,1150,325,0,0,845,56,811,111,775,0,6,0,terran,hard
22,2044,221,0,1200,325,0,0,880,64,811,134,775,0,6,0,terran,hard
23,2107,226,0,1200,325,0,0,935,72,811,134,775,0,6,0,terran,hard
24,2165,231,0,1200,325,0,0,985,80,783,134,825,0,6,0,terran,hard
25,2228,236,0,1250,325,0,0,1040,88,895,134,825,0,6,0,terran,hard
26,1982,241,0,1250,325,0,0,1090,92,867,111,1125,0,6,0,terran,hard
27,2010,246,0,1250,325,0,0,1135,100,839,111,1150,0,6,0,terran,hard
28,2078,255,0,1300,325,0,0,1195,108,867,111,1225,0,6,0,terran,hard
29,2461,260,4,1300,325,0,0,1245,116,867,134,1200,0,6,0,terran,hard
30,2515,265,9,1300,325,0,0,1295,120,895,111,1250,0,6,0,terran,hard
31,2573,273,14,1300,525,0,0,1345,128,811,111,1250,0,6,0,terran,hard
32,2486,283,19,1350,525,0,0,1400,136,867,111,1400,0,6,0,terran,hard
33,2689,293,24,1350,525,0,0,1445,144,839,134,1450,0,6,0,terran,hard
34,2747,303,29,1400,550,0,0,1495,152,867,134,1450,0,6,0,terran,hard
35,2800,313,34,1400,550,0,0,1540,160,783,134,1450,0,6,0,terran,hard
36,2856,323,39,1400,550,0,0,1580,176,755,179,1500,0,6,0,terran,hard
37,2918,333,44,1450,550,0,0,1630,188,755,201,1500,0,6,0,terran,hard
38,2979,343,49,1450,550,0,0,1675,204,755,246,1500,0,6,0,terran,hard
39,3050,353,54,1450,550,0,0,1730,220,839,246,1550,0,6,0,terran,hard
40,3102,363,59,1500,550,0,0,1770,232,783,246,1550,0,6,0,terran,hard
41,2874,373,64,1500,550,0,0,1830,244,867,223,1850,0,6,0,terran,hard
42,3235,383,69,1500,550,0,0,1875,260,811,223,1900,0,6,0,terran,hard
43,3306,393,74,1550,550,0,0,1930,276,839,246,1900,0,6,0,terran,hard
44,3363,405,79,1550,700,0,0,1975,288,811,246,1900,0,6,0,terran,hard
45,3439,420,84,1550,700,0,0,2035,304,895,246,1900,0,6,0,terran,hard
46,3500,440,89,1600,700,0,0,2080,320,895,246,1900,0,6,0,terran,hard
47,3581,460,94,1600,700,0,0,2145,336,951,268,1900,0,6,0,terran,hard
48,3638,481,99,1600,700,0,0,2190,348,867,246,1900,0,6,0,terran,hard
49,3719,509,104,1600,1000,0,0,2255,364,979,246,1950,0,6,0,terran,hard
50,3790,536,109,1600,1000,0,0,2310,380,923,246,2000,0,6,0,terran,hard
51,3862,556,114,1600,1000,0,0,2370,392,1007,246,2150,0,6,0,terran,hard
52,3929,577,119,1600,1000,0,0,2425,404,951,223,2250,0,6,0,terran,hard
53,4000,597,124,1700,1000,0,0,2480,420,951,223,2250,0,6,0,terran,hard
54,4081,617,132,1750,1000,0,0,2545,436,951,246,2250,0,6,0,terran,hard
55,4143,639,142,1750,1000,0,0,2595,448,951,246,2325,25,6,0,terran,hard
56,4219,662,152,1850,1000,0,0,2655,464,979,246,2375,25,6,0,terran,hard
57,4290,682,162,1950,1000,0,0,2710,480,951,246,2450,50,6,0,terran,hard
58,4366,703,172,1950,1000,0,0,2770,496,979,268,2525,75,6,0,terran,hard
59,4428,723,182,1950,1000,0,0,2820,508,923,246,2525,75,6,0,terran,hard
60,4504,744,196,2100,1000,0,0,2880,524,951,246,2525,75,6,0,terran,hard
61,4580,765,211,2100,1000,0,0,2940,540,951,246,2625,75,6,0,terran,hard
62,4652,792,226,2100,1300,0,0,3000,552,1007,246,2775,125,6,0,terran,hard
63,4714,817,241,2200,1300,0,0,3050,564,895,223,2850,150,6,0,terran,hard
64,4795,843,256,2300,1300,0,0,3115,580,979,223,2925,175,6,0,terran,hard
