,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,9,1,zerg,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,9,1,zerg,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,9,1,zerg,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,9,1,zerg,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,9,1,zerg,hard
6,1255,102,0,800,300,0,0,180,0,671,0,225,0,9,1,zerg,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,9,1,zerg,hard
8,1380,126,0,800,300,0,0,280,0,727,0,275,0,9,1,zerg,hard
9,1415,136,0,800,300,0,0,315,0,755,0,275,0,9,1,zerg,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,9,1,zerg,hard
11,1505,166,0,950,300,0,0,405,0,699,0,325,0,9,1,zerg,hard
12,1550,171,0,950,300,0,0,450,0,755,0,425,0,9,1,zerg,hard
13,1595,176,0,950,325,0,0,495,0,755,0,425,0,9,1,zerg,hard
14,1639,181,0,950,325,0,0,535,4,727,22,425,0,9,1,zerg,hard
15,1683,186,0,1050,325,0,0,575,8,699,44,475,0,9,1,zerg,hard
16,1731,191,0,1100,325,0,0,615,16,643,89,475,0,9,1,zerg,hard
17,1589,196,0,1100,325,0,0,665,24,727,111,675,0,9,1,zerg,hard
18,1842,201,0,1100,325,0,0,710,32,755,134,725,0,9,1,zerg,hard
19,1895,206,0,1150,325,0,0,755,40,811,134,725,0,9,1,zerg,hard
20,1948,211,0,1150,325,0,0,800,48,755,134,725,0,9,1,zerg,hard
21,2001,216,0,1150,325,0,0,845,56,755,134,775,0,9,1,zerg,hard
22,2060,221,0,1200,325,0,0,900,60,811,111,775,0,9,1,zerg,hard
23,2123,226,0,1200,325,0,0,955,68,867,111,775,0,9,1,zerg,hard
24,2176,231,0,1200,325,0,0,1000,76,867,111,825,0,9,1,zerg,hard
25,2244,236,0,1250,325,0,0,1060,84,895,134,825,0,9,1,zerg,hard
26,2012,241,0,1250,325,0,0,1120,92,923,134,1125,0,9,1,zerg,hard
27,2066,246,0,1250,325,0,0,1170,96,951,111,1200,0,9,1,zerg,hard
28,2129,251,0,1300,325,0,0,1225,104,923,111,1200,0,9,1,zerg,hard
29,2492,256,0,1300,325,0,0,1280,112,867,111,1200,0,9,1,zerg,hard
30,2545,261,0,1300,325,0,0,1325,120,839,134,1250,0,9,1,zerg,hard
31,2613,267,0,1350,525,0,0,1385,128,895,134,1250,0,9,1,zerg,hard
32,2516,277,0,1350,525,0,0,1430,136,867,134,1400,0,9,1,zerg,hard
33,2720,287,0,1350,550,0,0,1480,140,895,111,1450,0,9,1,zerg,hard
34,2787,297,0,1400,550,0,0,1535,152,839,134,1450,0,9,1,zerg,hard
35,2834,307,0,1400,550,0,0,1570,164,783,156,1450,0,9,1,zerg,hard
36,2910,317,0,1400,550,0,0,1630,180,839,223,1500,0,9,1,zerg,hard
37,2981,327,0,1450,550,0,0,1685,196,811,246,1500,0,9,1,zerg,hard
38,3038,337,0,1450,550,0,0,1730,208,895,246,1500,0,9,1,zerg,hard
39,2804,347,0,1450,550,0,0,1780,224,839,246,1800,0,9,1,zerg,hard
40,3170,360,0,1500,550,0,0,1830,240,839,246,1850,0,9,1,zerg,hard
41,3226,370,0,1500,550,0,0,1870,256,783,268,1850,0,9,1,zerg,hard
42,3298,380,0,1500,550,0,0,1930,268,839,246,1900,0,9,1,zerg,hard
43,3354,390,0,1550,550,0,0,1970,284,783,246,1900,0,9,1,zerg,hard
