,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,15,-1,terran,hard
2,1125,37,0,700,300,0,0,25,0,176,0,50,0,15,-1,terran,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,15,-1,terran,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,15,-1,terran,hard
5,1250,84,0,750,300,0,0,150,0,727,0,100,0,15,-1,terran,hard
6,1260,102,0,800,300,0,0,185,0,699,0,225,0,15,-1,terran,hard
7,1335,117,0,800,300,0,0,235,0,643,0,225,0,15,-1,terran,hard
8,1375,127,0,800,300,0,0,275,0,699,0,275,0,15,-1,terran,hard
9,1420,138,0,800,300,0,0,320,0,755,0,275,0,15,-1,terran,hard
10,1470,153,0,800,300,0,0,370,0,755,0,275,0,15,-1,terran,hard
11,1515,168,0,950,300,0,0,415,0,783,0,275,0,15,-1,terran,hard
12,1350,183,0,950,300,0,0,450,0,727,0,475,0,15,-1,terran,hard
13,1590,202,0,950,325,0,0,490,0,671,0,525,0,15,-1,terran,hard
14,1629,217,0,950,325,0,0,525,4,615,22,525,0,15,-1,terran,hard
15,1682,227,0,950,325,0,0,570,12,671,67,575,0,15,-1,terran,hard
16,1720,235,0,950,325,0,0,600,20,615,111,625,0,15,-1,terran,hard
17,1768,243,0,1000,325,0,0,640,28,587,111,675,0,15,-1,terran,hard
18,1812,248,0,1050,325,0,0,680,32,615,111,675,0,15,-1,terran,hard
19,1855,254,0,1100,325,0,0,715,40,643,111,725,0,15,-1,terran,hard
20,1913,259,0,1150,325,0,0,765,48,755,134,725,0,15,-1,terran,hard
21,1956,264,0,1150,325,0,0,800,56,671,134,725,0,15,-1,terran,hard
22,2014,269,0,1150,325,0,0,850,64,755,134,775,0,15,-1,terran,hard
23,2067,274,0,1200,325,0,0,895,72,727,134,775,0,15,-1,terran,hard
