,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,32,1,protoss,hard
2,1125,37,0,700,300,0,0,25,0,176,0,50,0,32,1,protoss,hard
3,1160,55,0,700,300,0,0,60,0,347,0,100,0,32,1,protoss,hard
4,1220,70,0,750,300,0,0,120,0,671,0,100,0,32,1,protoss,hard
5,1250,85,0,750,300,0,0,150,0,727,0,100,0,32,1,protoss,hard
6,1285,102,0,800,300,0,0,185,0,699,0,100,0,32,1,protoss,hard
7,1335,117,0,800,300,0,0,235,0,643,0,275,0,32,1,protoss,hard
8,1370,127,0,800,300,0,0,270,0,671,0,275,0,32,1,protoss,hard
9,1415,137,0,800,300,0,0,315,0,727,0,275,0,32,1,protoss,hard
10,1465,151,0,800,300,0,0,365,0,727,0,275,0,32,1,protoss,hard
11,1505,166,0,850,300,0,0,405,0,755,0,275,0,32,1,protoss,hard
12,1545,174,0,950,300,0,0,445,0,727,0,375,0,32,1,protoss,hard
13,1595,179,0,950,325,0,0,495,0,727,0,425,0,32,1,protoss,hard
14,1635,184,0,950,325,0,0,535,0,727,0,425,0,32,1,protoss,hard
15,1683,189,0,1050,325,0,0,575,8,727,44,425,0,32,1,protoss,hard
16,1526,198,0,1100,325,0,0,610,16,643,89,625,0,32,1,protoss,hard
17,1779,205,0,1100,325,0,0,655,24,671,134,675,0,32,1,protoss,hard
18,1842,210,0,1100,325,0,0,710,32,727,134,675,0,32,1,protoss,hard
19,1885,216,0,1100,325,0,0,745,40,727,134,725,0,32,1,protoss,hard
20,1934,221,0,1150,325,0,0,790,44,755,111,725,0,32,1,protoss,hard
21,1997,226,0,1150,325,0,0,845,52,783,111,725,0,32,1,protoss,hard
22,2050,233,0,1200,325,0,0,890,60,839,111,775,0,32,1,protoss,hard
23,2103,238,0,1200,325,0,0,935,68,755,134,775,0,32,1,protoss,hard
24,2166,243,0,1200,325,0,0,990,76,811,134,775,0,32,1,protoss,hard
25,2215,248,0,1250,325,0,0,1035,80,811,111,825,0,32,1,protoss,hard
26,1973,253,0,1250,325,0,0,1085,88,895,111,1125,0,32,1,protoss,hard
27,2002,258,0,1250,325,0,0,1135,92,811,89,1150,0,32,1,protoss,hard
28,2055,267,0,1300,325,0,0,1180,100,811,111,1175,0,32,1,protoss,hard
29,2438,272,4,1300,325,0,0,1230,108,811,111,1200,0,32,1,protoss,hard
30,2496,281,9,1300,525,0,0,1280,116,811,134,1200,0,32,1,protoss,hard
31,2555,291,14,1300,525,0,0,1335,120,867,111,1250,0,32,1,protoss,hard
32,2458,301,19,1350,525,0,0,1380,128,839,111,1400,0,32,1,protoss,hard
33,2661,311,24,1350,525,0,0,1425,136,811,111,1400,0,32,1,protoss,hard
34,2719,322,29,1400,550,0,0,1475,144,783,134,1450,0,32,1,protoss,hard
35,2776,332,34,1400,550,0,0,1520,156,783,156,1450,0,32,1,protoss,hard
36,2838,342,39,1400,550,0,0,1570,168,811,179,1450,0,32,1,protoss,hard
37,2894,352,44,1450,550,0,0,1610,184,755,223,1500,0,32,1,protoss,hard
38,2955,362,49,1450,550,0,0,1655,200,727,246,1500,0,32,1,protoss,hard
39,3026,372,54,1450,550,0,0,1710,216,783,268,1500,0,32,1,protoss,hard
40,2788,386,59,1500,550,0,0,1760,228,839,246,1800,0,32,1,protoss,hard
41,2844,401,64,1500,550,0,0,1800,244,839,246,1800,0,32,1,protoss,hard
42,3216,411,69,1500,550,0,0,1860,256,839,223,1850,0,32,1,protoss,hard
43,3277,422,74,1500,550,0,0,1905,272,811,246,1900,0,32,1,protoss,hard
44,3338,434,79,1500,700,0,0,1950,288,839,246,1900,0,32,1,protoss,hard
45,3399,449,84,1550,700,0,0,1995,304,755,268,1900,0,32,1,protoss,hard
46,3466,468,89,1600,700,0,0,2050,316,811,246,1900,0,32,1,protoss,hard
47,3528,488,94,1600,700,0,0,2100,328,839,223,1900,0,32,1,protoss,hard
48,3604,508,99,1600,700,0,0,2160,344,895,223,1900,0,32,1,protoss,hard
49,3675,532,104,1600,1000,0,0,2215,360,923,246,2050,0,32,1,protoss,hard
50,3746,552,109,1600,1000,0,0,2270,376,951,268,2050,0,32,1,protoss,hard
51,3817,572,114,1600,1000,0,0,2325,392,951,268,2050,0,32,1,protoss,hard
52,3883,598,119,1750,1000,0,0,2375,408,895,268,2150,0,32,1,protoss,hard
53,3966,619,129,1750,1000,0,0,2450,416,1007,223,2200,0,32,1,protoss,hard
54,4022,639,139,1750,1000,0,0,2490,432,923,223,2200,0,32,1,protoss,hard
55,4103,662,149,1750,1000,0,0,2555,448,1007,223,2375,25,32,1,protoss,hard
56,4184,682,159,1800,1000,0,0,2620,464,951,268,2375,25,32,1,protoss,hard
57,4266,702,169,1900,1000,0,0,2690,476,1119,246,2375,25,32,1,protoss,hard
