,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,21,1,terran,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,21,1,terran,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,21,1,terran,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,21,1,terran,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,21,1,terran,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,21,1,terran,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,21,1,terran,hard
8,1385,126,0,800,300,0,0,285,0,755,0,275,0,21,1,terran,hard
9,1425,136,0,800,300,0,0,325,0,755,0,275,0,21,1,terran,hard
10,1465,151,0,800,300,0,0,365,0,699,0,275,0,21,1,terran,hard
11,1510,166,0,950,300,0,0,410,0,699,0,325,0,21,1,terran,hard
12,1560,171,0,950,300,0,0,460,0,727,0,425,0,21,1,terran,hard
13,1595,176,0,950,325,0,0,495,0,727,0,425,0,21,1,terran,hard
14,1635,181,0,950,325,0,0,535,0,699,0,425,0,21,1,terran,hard
15,1683,186,0,1050,325,0,0,575,8,671,44,475,0,21,1,terran,hard
16,1726,191,0,1100,325,0,0,610,16,643,89,475,0,21,1,terran,hard
17,1584,196,0,1100,325,0,0,660,24,699,134,675,0,21,1,terran,hard
18,1837,201,0,1100,325,0,0,705,32,727,134,725,0,21,1,terran,hard
19,1895,206,0,1150,325,0,0,755,40,811,134,725,0,21,1,terran,hard
20,1943,211,0,1150,325,0,0,795,48,755,134,725,0,21,1,terran,hard
21,1997,216,0,1150,325,0,0,845,52,783,111,775,0,21,1,terran,hard
22,2055,221,0,1200,325,0,0,895,60,783,111,775,0,21,1,terran,hard
23,2118,226,0,1200,325,0,0,950,68,867,111,775,0,21,1,terran,hard
24,2176,231,0,1200,325,0,0,1000,76,867,134,825,0,21,1,terran,hard
25,2230,236,0,1250,325,0,0,1050,80,867,111,825,0,21,1,terran,hard
26,1998,241,0,1250,325,0,0,1110,88,895,111,1125,0,21,1,terran,hard
27,2051,246,0,1250,325,0,0,1155,96,867,111,1150,0,21,1,terran,hard
28,2109,251,0,1300,325,0,0,1205,104,867,134,1200,0,21,1,terran,hard
29,2462,256,0,1300,325,0,0,1250,112,783,134,1200,0,21,1,terran,hard
30,2535,261,0,1300,325,0,0,1315,120,895,134,1250,0,21,1,terran,hard
31,2593,268,0,1350,525,0,0,1365,128,867,134,1250,0,21,1,terran,hard
32,2492,278,0,1350,525,0,0,1410,132,895,111,1400,0,21,1,terran,hard
33,2700,289,0,1350,550,0,0,1460,140,811,111,1400,0,21,1,terran,hard
34,2743,299,0,1400,550,0,0,1495,148,755,111,1450,0,21,1,terran,hard
35,2819,309,0,1400,550,0,0,1555,164,811,179,1450,0,21,1,terran,hard
36,2881,319,0,1400,550,0,0,1605,176,811,201,1500,0,21,1,terran,hard
37,2947,329,0,1450,550,0,0,1655,192,895,246,1500,0,21,1,terran,hard
38,3003,339,0,1450,550,0,0,1695,208,783,246,1500,0,21,1,terran,hard
39,2790,349,0,1450,550,0,0,1770,220,867,246,1800,0,21,1,terran,hard
40,3151,363,0,1500,550,0,0,1815,236,895,246,1850,0,21,1,terran,hard
41,3217,373,0,1500,550,0,0,1865,252,951,246,1850,0,21,1,terran,hard
42,3278,383,0,1500,550,0,0,1910,268,839,268,1900,0,21,1,terran,hard
43,3351,393,0,1500,550,0,0,1975,276,895,223,1900,0,21,1,terran,hard
44,3417,407,0,1550,700,0,0,2025,292,895,223,1900,0,21,1,terran,hard
45,3483,423,0,1550,700,0,0,2075,308,923,223,1900,0,21,1,terran,hard
46,3559,443,0,1600,700,0,0,2135,324,867,268,1900,0,21,1,terran,hard
47,3631,463,0,1600,700,0,0,2195,336,951,246,1900,0,21,1,terran,hard
48,3702,483,0,1600,700,0,0,2250,352,979,246,1900,0,21,1,terran,hard
49,3768,508,0,1600,1000,0,0,2300,368,951,246,2050,0,21,1,terran,hard
50,3855,528,0,1600,1000,0,0,2375,380,1007,246,2050,0,21,1,terran,hard
51,3921,549,0,1600,1000,0,0,2425,396,979,246,2050,0,21,1,terran,hard
52,3997,571,0,1650,1000,0,0,2485,412,1035,246,2200,0,21,1,terran,hard
53,4073,591,4,1750,1000,0,0,2545,428,923,268,2200,0,21,1,terran,hard
54,4146,611,9,1750,1000,0,0,2610,436,1035,223,2300,0,21,1,terran,hard
55,4207,632,14,1800,1000,0,0,2655,452,951,223,2375,25,21,1,terran,hard
56,4293,652,19,1800,1000,0,0,2725,468,1035,223,2375,25,21,1,terran,hard
57,4369,672,24,1900,1000,0,0,2785,484,979,268,2450,50,21,1,terran,hard
58,4446,694,29,1900,1000,0,0,2850,496,1091,246,2450,50,21,1,terran,hard
59,4517,717,34,2000,1000,0,0,2905,512,1007,246,2525,75,21,1,terran,hard
60,4608,739,39,2000,1300,0,0,2980,528,1063,246,2600,100,21,1,terran,hard
61,4680,765,44,2100,1300,0,0,3040,540,1063,246,2750,150,21,1,terran,hard
62,4766,790,49,2100,1300,0,0,3110,556,1091,246,2750,150,21,1,terran,hard
63,4832,817,54,2200,1300,0,0,3160,572,1035,246,2750,150,21,1,terran,hard
64,4918,846,59,2300,1300,0,0,3230,588,1035,268,3000,200,21,1,terran,hard
65,4996,871,64,2300,1300,0,0,3300,596,1119,223,3000,200,21,1,terran,hard
66,5072,896,69,2500,1300,0,0,3360,612,1119,223,3150,250,21,1,terran,hard
67,5148,922,74,2600,1300,0,0,3420,628,1091,223,3250,250,21,1,terran,hard
68,5229,947,79,2600,1300,0,0,3485,644,1035,268,3250,250,21,1,terran,hard
69,5321,973,84,2900,1300,0,0,3565,656,1147,246,3325,275,21,1,terran,hard
70,5392,999,89,2900,1300,0,0,3620,672,1119,246,3475,325,21,1,terran,hard
71,5468,1024,94,2900,1300,0,0,3680,688,1091,246,3475,325,21,1,terran,hard
72,5550,1051,99,3200,1300,0,0,3750,700,1035,246,3475,325,21,1,terran,hard
73,5646,1082,104,3200,1300,0,0,3830,716,1175,246,3650,350,21,1,terran,hard
74,5707,1107,109,3200,1300,0,0,3875,732,1091,246,3725,375,21,1,terran,hard
75,5793,1134,114,3400,1300,0,0,3945,748,1091,268,3725,375,21,1,terran,hard
76,5871,1164,119,3500,1300,0,0,4015,756,1035,223,3950,450,21,1,terran,hard
77,5957,1189,124,3500,1300,0,0,4085,772,1147,223,3950,450,21,1,terran,hard
78,6023,1215,129,3700,1300,0,0,4135,788,1063,223,3950,450,21,1,terran,hard
79,6114,1253,134,3800,1300,0,0,4210,804,1091,268,3950,450,21,1,terran,hard
80,6196,1289,139,3800,1300,0,0,4280,816,1119,246,4050,450,21,1,terran,hard
81,6277,1326,144,4000,1300,0,0,4345,832,1175,246,4050,450,21,1,terran,hard
82,6348,1373,149,4100,1300,0,0,4400,848,1063,246,4050,450,21,1,terran,hard
83,6430,1415,154,4100,1300,0,0,4470,860,1063,246,4200,500,21,1,terran,hard
84,6521,1457,159,4100,1300,0,0,4545,876,1119,246,4200,500,21,1,terran,hard
85,6597,1504,164,4200,1300,0,0,4605,892,1119,246,4350,550,21,1,terran,hard
86,6673,1549,169,4200,1300,0,0,4665,908,1063,268,4350,550,21,1,terran,hard
87,6751,1594,174,4200,1300,0,0,4735,916,1063,223,4525,575,21,1,terran,hard
88,6842,1641,179,4400,1300,0,0,4810,932,1175,223,4525,575,21,1,terran,hard
89,6908,1687,184,4400,1300,0,0,4860,948,1119,223,4600,600,21,1,terran,hard
90,6989,1733,189,4600,1300,0,0,4925,964,1063,268,4600,600,21,1,terran,hard
91,7076,1790,191,4600,1300,0,0,5000,976,1063,246,4600,600,21,1,terran,hard
92,7162,1850,196,4700,1300,0,0,5070,992,1175,246,4600,600,21,1,terran,hard
93,7233,1909,201,4800,1300,0,0,5125,1008,1119,246,4675,625,21,1,terran,hard
94,7110,1961,206,4900,1300,0,0,5190,1020,1063,246,4825,675,21,1,terran,hard
95,7196,2007,211,4900,1300,0,0,5260,1036,1063,246,4900,700,21,1,terran,hard
96,7287,2052,216,4900,1300,0,0,5335,1052,1147,246,5000,700,21,1,terran,hard
97,7253,2102,221,4900,1300,0,0,5385,1068,1091,268,5075,725,21,1,terran,hard
98,6926,2147,226,4900,1300,125,0,5450,1076,1063,223,5150,750,21,1,terran,hard
99,6817,2186,231,5200,1300,425,75,5525,1092,1091,223,5300,800,21,1,terran,hard
100,6703,2224,236,5300,1300,525,75,5595,1108,1147,223,5600,900,21,1,terran,hard
101,6569,2253,241,5400,1300,675,75,5645,1124,1091,268,5675,925,21,1,terran,hard
102,6551,2280,246,5500,1300,925,75,5715,1136,1063,246,5675,925,21,1,terran,hard
103,6442,2320,251,5600,1300,1225,75,5790,1152,1119,246,5675,925,21,1,terran,hard
104,6413,2360,256,5800,1300,1400,75,5845,1168,1119,246,5675,925,21,1,terran,hard
105,6485,2388,261,6200,1300,1675,75,5905,1180,1063,246,5900,1000,21,1,terran,hard
106,6576,2426,266,6200,1300,1725,75,5980,1196,1063,246,5975,1025,21,1,terran,hard
107,6662,2461,271,6300,1300,1925,75,6050,1212,1147,246,5975,1025,21,1,terran,hard
108,6738,2493,276,6300,1300,2175,75,6110,1228,1119,268,6125,1075,21,1,terran,hard
109,6806,2533,281,6300,1300,2325,75,6170,1236,1063,223,6125,1075,21,1,terran,hard
110,6892,2569,286,6600,1300,2475,75,6240,1252,1063,223,6200,1100,21,1,terran,hard
111,6983,2601,289,6600,1300,2675,75,6315,1268,1175,223,6275,1125,21,1,terran,hard
112,7054,2646,294,6700,1300,2925,75,6370,1284,1119,268,6275,1125,21,1,terran,hard
