,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,5,0,terran,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,5,0,terran,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,5,0,terran,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,5,0,terran,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,5,0,terran,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,5,0,terran,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,5,0,terran,hard
8,1380,126,0,800,300,0,0,280,0,727,0,275,0,5,0,terran,hard
9,1415,136,0,800,300,0,0,315,0,699,0,275,0,5,0,terran,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,5,0,terran,hard
11,1505,166,0,950,300,0,0,405,0,699,0,325,0,5,0,terran,hard
12,1545,171,0,950,300,0,0,445,0,727,0,425,0,5,0,terran,hard
13,1585,176,0,950,325,0,0,485,0,671,0,425,0,5,0,terran,hard
14,1633,181,0,950,325,0,0,525,8,671,44,425,0,5,0,terran,hard
15,1681,186,0,1050,325,0,0,565,16,671,89,475,0,5,0,terran,hard
16,1725,191,0,1100,325,0,0,605,20,671,111,475,0,5,0,terran,hard
17,1583,196,0,1100,325,0,0,655,28,727,111,675,0,5,0,terran,hard
18,1836,201,0,1100,325,0,0,700,36,727,111,725,0,5,0,terran,hard
19,1879,206,0,1150,325,0,0,735,44,755,134,725,0,5,0,terran,hard
20,1942,211,0,1150,325,0,0,790,52,755,134,725,0,5,0,terran,hard
21,1991,216,0,1150,325,0,0,835,56,783,111,775,0,5,0,terran,hard
22,2054,221,0,1200,325,0,0,890,64,867,111,775,0,5,0,terran,hard
23,2112,226,0,1200,325,0,0,940,72,839,111,775,0,5,0,terran,hard
24,2170,231,0,1200,325,0,0,990,80,867,134,825,0,5,0,terran,hard
25,2228,236,0,1250,325,0,0,1040,88,839,134,825,0,5,0,terran,hard
26,1991,241,0,1250,325,0,0,1095,96,867,134,1125,0,5,0,terran,hard
27,2019,246,0,1250,325,0,0,1140,104,839,134,1150,0,5,0,terran,hard
28,2108,252,0,1300,325,0,0,1200,108,895,111,1200,0,5,0,terran,hard
29,2451,257,0,1300,325,0,0,1235,116,783,111,1200,0,5,0,terran,hard
30,2514,262,0,1300,325,0,0,1290,124,811,111,1250,0,5,0,terran,hard
31,2582,267,0,1350,525,0,0,1350,132,839,134,1250,0,5,0,terran,hard
32,2476,277,0,1350,525,0,0,1390,136,867,111,1400,0,5,0,terran,hard
33,2684,287,0,1350,525,0,0,1440,144,867,111,1450,0,5,0,terran,hard
34,2752,297,0,1400,550,0,0,1500,152,839,111,1450,0,5,0,terran,hard
35,2809,307,0,1400,550,0,0,1545,164,867,156,1450,0,5,0,terran,hard
36,2865,317,0,1400,550,0,0,1585,180,811,201,1500,0,5,0,terran,hard
37,2936,327,0,1450,550,0,0,1640,196,783,223,1500,0,5,0,terran,hard
38,2998,337,0,1450,550,0,0,1690,208,783,246,1500,0,5,0,terran,hard
39,3060,347,0,1450,550,0,0,1740,220,839,223,1550,0,5,0,terran,hard
40,3126,357,0,1500,550,0,0,1790,236,839,246,1550,0,5,0,terran,hard
41,2897,367,0,1500,550,0,0,1845,252,867,246,1850,0,5,0,terran,hard
42,3258,377,0,1500,550,0,0,1890,268,867,268,1900,0,5,0,terran,hard
43,3325,387,0,1550,550,0,0,1945,280,867,246,1900,0,5,0,terran,hard
44,3387,400,0,1550,700,0,0,1995,292,867,223,1900,0,5,0,terran,hard
45,3453,416,0,1550,700,0,0,2045,308,867,223,1900,0,5,0,terran,hard
46,3534,436,0,1600,700,0,0,2110,324,923,246,1900,0,5,0,terran,hard
47,3605,456,0,1600,700,0,0,2165,340,951,268,1900,0,5,0,terran,hard
48,3676,476,0,1600,700,0,0,2220,356,979,268,1900,0,5,0,terran,hard
49,3748,502,0,1600,1000,0,0,2280,368,951,246,2050,0,5,0,terran,hard
50,3825,522,0,1600,1000,0,0,2345,380,979,223,2050,0,5,0,terran,hard
51,3886,542,0,1600,1000,0,0,2390,396,951,223,2150,0,5,0,terran,hard
52,3967,563,0,1650,1000,0,0,2455,412,979,246,2200,0,5,0,terran,hard
53,4043,583,3,1750,1000,0,0,2515,428,979,268,2200,0,5,0,terran,hard
54,4115,603,8,1750,1000,0,0,2575,440,1035,246,2200,0,5,0,terran,hard
55,4182,625,13,1750,1000,0,0,2630,452,979,223,2300,0,5,0,terran,hard
56,4278,645,23,1900,1000,0,0,2710,468,1063,223,2375,25,5,0,terran,hard
57,4344,665,33,1900,1000,0,0,2760,484,1035,246,2450,50,5,0,terran,hard
58,4430,686,43,1900,1000,0,0,2830,500,1119,268,2525,75,5,0,terran,hard
59,4501,706,53,2000,1000,0,0,2885,516,1007,268,2525,75,5,0,terran,hard
60,4593,726,63,2000,1000,0,0,2965,528,1147,246,2525,75,5,0,terran,hard
61,4655,747,73,2100,1000,0,0,3015,540,1035,223,2700,100,5,0,terran,hard
62,4736,773,83,2100,1300,0,0,3080,556,1091,223,2775,125,5,0,terran,hard
63,4817,798,93,2200,1300,0,0,3145,572,1007,246,2850,150,5,0,terran,hard
64,4898,823,103,2300,1300,0,0,3210,588,1091,268,2925,175,5,0,terran,hard
65,4970,848,113,2300,1300,0,0,3270,600,1063,246,3000,200,5,0,terran,hard
66,5047,874,123,2500,1300,0,0,3335,612,1035,223,3000,200,5,0,terran,hard
67,5128,901,133,2500,1300,0,0,3400,628,1063,223,3075,225,5,0,terran,hard
68,5209,928,143,2600,1300,0,0,3465,644,1091,246,3250,250,5,0,terran,hard
69,5290,953,150,2700,1300,0,0,3530,660,1119,268,3325,275,5,0,terran,hard
70,5361,980,157,2900,1300,50,0,3585,676,1007,268,3325,275,5,0,terran,hard
71,5443,1009,167,2900,1300,50,0,3655,688,1063,246,3475,325,5,0,terran,hard
72,5520,1034,177,3000,1300,50,0,3720,700,1063,223,3475,325,5,0,terran,hard
73,5601,1062,187,3200,1300,50,0,3785,716,1147,223,3550,350,5,0,terran,hard
74,5667,1090,196,3200,1300,50,0,3835,732,1007,246,3725,375,5,0,terran,hard
75,5763,1116,206,3300,1300,50,0,3915,748,1091,268,3725,375,5,0,terran,hard
76,5730,1143,216,3400,1300,250,0,3970,760,1035,246,3800,400,5,0,terran,hard
77,5612,1170,225,3500,1300,450,0,4040,772,1119,223,3950,450,5,0,terran,hard
78,5583,1195,235,3600,1300,550,0,4095,788,1007,223,4025,475,5,0,terran,hard
79,5469,1222,245,3700,1300,800,0,4165,804,1091,246,4025,475,5,0,terran,hard
80,5540,1251,253,3800,1300,925,0,4220,820,1035,268,4175,525,5,0,terran,hard
81,5626,1276,263,3900,1300,925,0,4290,836,1091,268,4250,550,5,0,terran,hard
82,5698,1301,273,4100,1300,925,0,4350,848,1035,246,4325,575,5,0,terran,hard
83,5780,1326,282,4100,1300,925,0,4420,860,1119,223,4400,600,5,0,terran,hard
84,5856,1352,292,4200,1300,925,0,4480,876,1063,223,4400,600,5,0,terran,hard
85,5932,1384,302,4300,1300,975,0,4540,892,1035,246,4400,600,5,0,terran,hard
86,6013,1418,310,4400,1300,1300,0,4605,908,1035,268,4500,600,5,0,terran,hard
87,6085,1454,320,4500,1300,1400,0,4665,920,1035,246,4500,600,5,0,terran,hard
88,6167,1496,328,4700,1300,1550,0,4735,932,1119,223,4500,600,5,0,terran,hard
89,6238,1541,338,4700,1300,1750,0,4790,948,1035,223,4575,625,5,0,terran,hard
90,6324,1586,348,4700,1300,1950,0,4860,964,1091,246,4575,625,5,0,terran,hard
91,6405,1638,358,4800,1300,2200,0,4925,980,1063,268,4575,625,5,0,terran,hard
92,6486,1693,368,4800,1300,2400,150,4990,996,1119,268,4650,650,5,0,terran,hard
93,6553,1749,378,4800,1300,2400,150,5045,1008,1035,246,4650,650,5,0,terran,hard
94,6630,1807,388,4900,1300,2400,450,5110,1020,1035,223,4725,675,5,0,terran,hard
95,6716,1867,397,4900,1300,2400,450,5180,1036,1063,223,4800,700,5,0,terran,hard
96,6797,1919,407,4900,1300,2525,525,5245,1052,1091,246,4900,700,5,0,terran,hard
97,6868,1972,417,5000,1300,2525,600,5300,1068,1035,268,4900,700,5,0,terran,hard
98,6950,2023,425,5000,1300,2525,600,5370,1080,1063,246,4975,725,5,0,terran,hard
99,7022,2075,435,5100,1300,2525,600,5430,1092,1063,223,5125,775,5,0,terran,hard
100,7093,2117,444,5100,1300,2525,750,5485,1108,1063,223,5200,800,5,0,terran,hard
101,7179,2160,454,5300,1300,2625,1300,5555,1124,1035,246,5375,825,5,0,terran,hard
102,7260,2193,464,5300,1300,2625,1300,5620,1140,1063,268,5525,875,5,0,terran,hard
103,7341,2225,474,5400,1300,2625,1400,5685,1156,1119,268,5525,875,5,0,terran,hard
104,7413,2266,484,5500,1300,2625,1500,5745,1168,1063,246,5700,900,5,0,terran,hard
105,7490,2301,492,5700,1300,2625,1600,5810,1180,1063,223,5700,900,5,0,terran,hard
106,7571,2338,502,5900,1300,2625,1600,5875,1196,1063,223,5700,900,5,0,terran,hard
107,7652,2384,512,6100,1300,2625,1600,5940,1212,1091,246,5775,925,5,0,terran,hard
108,7728,2429,521,6100,1300,2625,1600,6000,1228,1035,268,5775,925,5,0,terran,hard
109,7805,2476,531,6300,1300,2625,1600,6065,1240,1035,246,5775,925,5,0,terran,hard
110,7887,2533,541,6300,1300,2625,1600,6135,1252,1063,223,5775,925,5,0,terran,hard
111,7963,2590,551,6300,1300,2625,1600,6195,1268,1119,223,5925,975,5,0,terran,hard
112,8034,2638,561,6400,1300,2625,1600,6250,1284,1063,246,6000,1000,5,0,terran,hard
113,8115,2692,571,6400,1300,2625,1600,6315,1300,1007,268,6000,1000,5,0,terran,hard
114,8186,2746,581,6400,1300,2625,1600,6370,1316,979,268,6100,1000,5,0,terran,hard
115,8253,2794,591,6400,1300,2625,1600,6425,1328,979,246,6250,1050,5,0,terran,hard
116,8320,2844,601,6500,1300,2625,1725,6480,1340,951,223,6250,1050,5,0,terran,hard
117,8401,2894,611,6700,1300,2625,1725,6545,1356,979,223,6250,1050,5,0,terran,hard
118,8472,2951,621,6700,1300,2625,1725,6600,1372,979,246,6325,1075,5,0,terran,hard
119,8553,3011,631,6800,1300,2625,1725,6665,1388,1035,268,6325,1075,5,0,terran,hard
120,8610,3069,641,7000,1300,2675,1725,6710,1400,923,246,6400,1100,5,0,terran,hard
121,8692,3129,649,7000,1300,2725,1725,6780,1412,1007,223,6400,1100,5,0,terran,hard
122,8653,3193,659,7000,1300,2725,1725,6825,1428,895,223,6475,1125,5,0,terran,hard
123,8734,3255,669,7000,1300,2775,1725,6890,1444,979,246,6475,1125,5,0,terran,hard
124,8805,3320,679,7100,1300,2825,1725,6945,1460,923,268,6475,1125,5,0,terran,hard
125,8881,3386,689,7200,1300,2825,2125,7005,1476,1007,268,6475,1125,5,0,terran,hard
126,8938,3456,698,7200,1300,2875,2275,7050,1488,923,246,6475,1125,5,0,terran,hard
127,9005,3526,708,7200,1300,2875,2275,7105,1500,895,223,6475,1125,5,0,terran,hard
128,9071,3596,718,7300,1300,2875,2350,7155,1516,839,223,6475,1125,5,0,terran,hard
129,9137,3666,728,7300,1300,2875,2350,7205,1532,839,246,6475,1125,5,0,terran,hard
130,9208,3736,738,7300,1300,2875,2350,7260,1548,867,268,6475,1125,5,0,terran,hard
131,9270,3806,748,7300,1300,2925,2350,7310,1560,867,246,6475,1125,5,0,terran,hard
132,9322,3876,758,7300,1300,2925,2350,7350,1572,839,223,6475,1125,5,0,terran,hard
133,9368,3946,768,7300,1300,2925,2350,7380,1588,671,223,6475,1125,5,0,terran,hard
134,9424,4016,778,7300,1300,2925,2350,7420,1604,615,246,6475,1125,5,0,terran,hard
135,9480,4086,788,7300,1300,2925,2350,7460,1620,615,268,6475,1125,5,0,terran,hard
136,9526,4154,798,7300,1300,2925,2350,7490,1636,615,268,6575,1125,5,0,terran,hard
137,9568,4219,808,7300,1300,2925,2450,7520,1648,559,246,6575,1125,5,0,terran,hard
138,9620,4284,818,7300,1300,2925,2450,7560,1660,559,223,6575,1125,5,0,terran,hard
139,9671,4351,828,7300,1300,2925,2450,7595,1676,587,223,6575,1125,5,0,terran,hard
140,9722,4421,838,7300,1300,2925,2450,7630,1692,615,246,6575,1125,5,0,terran,hard
141,9768,4491,848,7400,1300,2925,2450,7660,1708,559,268,6575,1125,5,0,terran,hard
142,9820,4560,858,7400,1300,2925,2450,7700,1720,587,246,6650,1150,5,0,terran,hard
143,9867,4625,868,7400,1300,2925,2450,7735,1732,587,223,6650,1150,5,0,terran,hard
144,9918,4689,878,7400,1300,2925,2450,7770,1748,587,223,6725,1175,5,0,terran,hard
145,9964,4749,888,7400,1300,2925,2450,7800,1764,559,246,6725,1175,5,0,terran,hard
146,10020,4814,898,7400,1300,2925,2450,7840,1780,587,268,6725,1175,5,0,terran,hard
147,10066,4881,908,7400,1300,2925,2450,7870,1796,587,268,6725,1175,5,0,terran,hard
148,10108,4951,918,7500,1300,2925,2450,7900,1808,559,246,6725,1175,5,0,terran,hard
149,10160,5018,928,7500,1300,2925,2450,7940,1820,559,223,6800,1200,5,0,terran,hard
150,10216,5083,938,7600,1300,2925,2450,7980,1836,615,223,6800,1200,5,0,terran,hard
151,10262,5148,948,7600,1300,2925,2450,8010,1852,615,246,6800,1200,5,0,terran,hard
152,10308,5216,958,7600,1300,2925,2450,8040,1868,559,268,6800,1200,5,0,terran,hard
153,10360,5284,968,7600,1300,2925,2450,8080,1880,559,246,6875,1225,5,0,terran,hard
154,10412,5349,978,7700,1300,2925,2450,8120,1892,587,223,6875,1225,5,0,terran,hard
155,10458,5414,988,7700,1300,2925,2450,8150,1908,615,223,6875,1225,5,0,terran,hard
156,10504,5481,998,7700,1300,2925,2450,8180,1924,559,246,6875,1225,5,0,terran,hard
157,10560,5551,1008,7700,1300,2925,2450,8220,1940,587,268,6875,1225,5,0,terran,hard
158,10611,5621,1018,7700,1300,2925,2450,8255,1956,587,268,6875,1225,5,0,terran,hard
159,10658,5691,1028,7800,1300,2925,2450,8290,1968,615,246,6875,1225,5,0,terran,hard
160,10700,5756,1038,7800,1300,2925,2450,8320,1980,559,223,6975,1225,5,0,terran,hard
161,10756,5821,1048,7800,1300,2925,2450,8360,1996,587,223,6975,1225,5,0,terran,hard
162,10807,5886,1058,7800,1300,2925,2450,8395,2012,587,246,6975,1225,5,0,terran,hard
163,10858,5956,1068,7800,1300,2925,2450,8430,2028,615,268,6975,1225,5,0,terran,hard
164,10900,6025,1078,7800,1300,2925,2450,8460,2040,559,246,7050,1250,5,0,terran,hard
165,10952,6089,1088,7900,1300,2925,2450,8500,2052,587,223,7125,1275,5,0,terran,hard
166,11003,6149,1098,7900,1300,2925,2450,8535,2068,587,223,7125,1275,5,0,terran,hard
167,11054,6209,1108,7900,1300,2925,2450,8570,2084,587,246,7125,1275,5,0,terran,hard
168,11100,6274,1118,7900,1300,2925,2450,8600,2100,559,268,7125,1275,5,0,terran,hard
169,11156,6339,1128,7900,1300,2925,2450,8640,2116,587,268,7125,1275,5,0,terran,hard
170,11198,6405,1138,8000,1300,2925,2450,8670,2128,587,246,7125,1275,5,0,terran,hard
171,11240,6475,1148,8100,1300,2925,2450,8700,2140,559,223,7125,1275,5,0,terran,hard
172,11296,6545,1158,8100,1300,2925,2450,8740,2156,559,223,7125,1275,5,0,terran,hard
173,11352,6615,1168,8100,1300,2925,2450,8780,2172,615,246,7125,1275,5,0,terran,hard
