,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,5,0,protoss,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,5,0,protoss,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,5,0,protoss,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,5,0,protoss,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,5,0,protoss,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,5,0,protoss,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,5,0,protoss,hard
8,1385,126,0,800,300,0,0,285,0,755,0,275,0,5,0,protoss,hard
9,1420,136,0,800,300,0,0,320,0,727,0,275,0,5,0,protoss,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,5,0,protoss,hard
11,1510,166,0,950,300,0,0,410,0,699,0,325,0,5,0,protoss,hard
12,1555,171,0,950,300,0,0,455,0,755,0,425,0,5,0,protoss,hard
13,1600,176,0,950,325,0,0,500,0,755,0,425,0,5,0,protoss,hard
14,1634,181,0,950,325,0,0,530,4,671,22,425,0,5,0,protoss,hard
15,1687,186,0,1050,325,0,0,575,12,671,67,475,0,5,0,protoss,hard
16,1740,191,0,1100,325,0,0,620,20,643,111,475,0,5,0,protoss,hard
17,1589,196,0,1100,325,0,0,665,24,755,111,675,0,5,0,protoss,hard
18,1832,201,0,1100,325,0,0,700,32,699,111,725,0,5,0,protoss,hard
19,1890,206,0,1150,325,0,0,750,40,783,111,725,0,5,0,protoss,hard
20,1948,211,0,1150,325,0,0,800,48,727,134,725,0,5,0,protoss,hard
21,1996,216,0,1150,325,0,0,840,56,783,134,775,0,5,0,protoss,hard
22,2059,221,0,1200,325,0,0,895,64,811,134,775,0,5,0,protoss,hard
23,2117,226,0,1200,325,0,0,945,72,783,134,775,0,5,0,protoss,hard
24,2181,231,0,1200,325,0,0,1005,76,923,111,825,0,5,0,protoss,hard
25,2229,236,0,1250,325,0,0,1045,84,839,111,825,0,5,0,protoss,hard
26,1992,241,0,1250,325,0,0,1100,92,923,111,1125,0,5,0,protoss,hard
27,2030,246,0,1250,325,0,0,1155,100,839,134,1200,0,5,0,protoss,hard
28,2113,251,0,1300,325,0,0,1205,108,895,134,1200,0,5,0,protoss,hard
29,2462,256,0,1300,325,0,0,1250,112,839,111,1200,0,5,0,protoss,hard
30,2525,261,0,1300,325,0,0,1305,120,839,111,1250,0,5,0,protoss,hard
