,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,6,-1,protoss,hard
2,1125,37,0,700,300,0,0,25,0,176,0,50,0,6,-1,protoss,hard
3,1160,55,0,700,300,0,0,60,0,347,0,100,0,6,-1,protoss,hard
4,1220,70,0,750,300,0,0,120,0,671,0,100,0,6,-1,protoss,hard
5,1250,85,0,750,300,0,0,150,0,727,0,100,0,6,-1,protoss,hard
6,1260,102,0,800,300,0,0,185,0,699,0,125,0,6,-1,protoss,hard
7,1335,121,0,800,300,0,0,235,0,643,0,175,0,6,-1,protoss,hard
8,1370,136,0,800,300,0,0,270,0,671,0,175,0,6,-1,protoss,hard
9,1415,151,0,800,300,0,0,315,0,727,0,175,0,6,-1,protoss,hard
10,1260,167,0,800,300,0,0,360,0,699,0,375,0,6,-1,protoss,hard
11,1500,185,0,850,300,0,0,400,0,727,0,425,0,6,-1,protoss,hard
12,1535,200,0,850,300,0,0,435,0,671,0,425,0,6,-1,protoss,hard
13,1580,215,0,850,325,0,0,480,0,671,0,425,0,6,-1,protoss,hard
14,1619,232,0,900,325,0,0,515,4,643,22,425,0,6,-1,protoss,hard
15,1663,252,0,900,325,0,0,555,8,671,44,425,0,6,-1,protoss,hard
16,1706,272,0,900,325,0,0,590,16,615,89,425,0,6,-1,protoss,hard
17,1754,292,0,900,325,0,0,630,24,615,111,425,0,6,-1,protoss,hard
18,1812,312,0,900,325,0,0,680,32,699,134,425,0,6,-1,protoss,hard
19,1550,332,0,900,325,0,0,710,40,671,134,725,0,6,-1,protoss,hard
20,1583,352,0,900,325,0,0,735,48,615,134,750,0,6,-1,protoss,hard
21,1936,369,0,900,325,0,0,780,56,559,134,800,0,6,-1,protoss,hard
22,1970,384,0,900,325,0,0,810,60,559,111,850,0,6,-1,protoss,hard
23,2008,394,0,900,325,0,0,840,68,587,111,850,0,6,-1,protoss,hard
24,2056,410,0,950,525,0,0,880,76,559,111,850,0,6,-1,protoss,hard
25,2099,430,0,950,525,0,0,915,84,587,134,850,0,6,-1,protoss,hard
26,2142,450,0,1000,550,0,0,950,92,615,134,850,0,6,-1,protoss,hard
27,2035,473,0,1000,550,0,0,985,100,587,134,1000,0,6,-1,protoss,hard
28,2227,495,0,1000,550,0,0,1015,112,559,156,1050,0,6,-1,protoss,hard
29,2278,515,0,1000,550,0,0,1050,128,559,201,1050,0,6,-1,protoss,hard
30,2324,535,0,1000,550,0,0,1080,144,531,246,1050,0,6,-1,protoss,hard
31,2355,558,0,1050,550,0,0,1095,160,447,268,1050,0,6,-1,protoss,hard
32,2406,583,0,1050,550,0,0,1130,176,447,268,1050,0,6,-1,protoss,hard
33,2463,608,0,1050,550,0,0,1175,188,531,246,1050,0,6,-1,protoss,hard
34,2500,633,0,1050,550,0,0,1200,200,587,223,1050,0,6,-1,protoss,hard
35,2541,658,0,1050,550,0,0,1225,216,531,223,1050,0,6,-1,protoss,hard
36,2597,683,0,1050,550,0,0,1265,232,503,246,1050,0,6,-1,protoss,hard
37,2648,708,0,1050,550,0,0,1300,248,531,268,1050,0,6,-1,protoss,hard
38,2385,733,0,1050,550,0,0,1325,260,559,246,1350,0,6,-1,protoss,hard
39,2731,761,0,1050,700,0,0,1355,276,503,246,1400,0,6,-1,protoss,hard
40,2773,786,0,1050,700,0,0,1385,288,503,223,1400,0,6,-1,protoss,hard
41,2819,812,0,1050,1000,0,0,1415,304,503,246,1400,0,6,-1,protoss,hard
42,2865,844,0,1050,1000,0,0,1445,320,503,246,1450,0,6,-1,protoss,hard
43,2911,874,0,1100,1000,0,0,1475,336,503,268,1500,0,6,-1,protoss,hard
44,2958,903,0,1100,1000,0,0,1510,348,531,246,1550,0,6,-1,protoss,hard
45,3000,934,0,1150,1000,0,0,1540,360,531,223,1550,0,6,-1,protoss,hard
46,3046,965,0,1200,1000,0,0,1570,376,531,223,1600,0,6,-1,protoss,hard
47,3097,994,0,1250,1000,0,0,1605,392,531,246,1650,0,6,-1,protoss,hard
48,3158,1025,0,1250,1000,0,0,1650,408,587,268,1650,0,6,-1,protoss,hard
49,3210,1056,0,1300,1000,0,0,1690,420,671,246,1700,0,6,-1,protoss,hard
50,3266,1086,0,1300,1000,0,0,1730,436,699,246,1700,0,6,-1,protoss,hard
51,3323,1122,4,1350,1000,0,0,1775,448,727,223,1700,0,6,-1,protoss,hard
52,3384,1162,9,1400,1000,0,0,1820,464,727,246,1700,0,6,-1,protoss,hard
53,3460,1202,14,1400,1000,0,0,1880,480,811,246,1700,0,6,-1,protoss,hard
54,3511,1243,19,1400,1000,0,0,1915,496,783,268,1700,0,6,-1,protoss,hard
55,3578,1288,24,1400,1000,0,0,1970,508,811,246,1700,0,6,-1,protoss,hard
