,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,number_roaches,result,race,difficulty
1,1100,17,0,700,300,0,0,0,0,0,0,50,0,16,1,zerg,hard
2,1125,37,0,700,300,0,0,25,0,221,0,50,0,16,1,zerg,hard
3,1160,54,0,700,300,0,0,60,0,347,0,100,0,16,1,zerg,hard
4,1220,69,0,750,300,0,0,120,0,671,0,100,0,16,1,zerg,hard
5,1250,84,0,750,300,0,0,150,0,699,0,100,0,16,1,zerg,hard
6,1265,102,0,800,300,0,0,190,0,727,0,225,0,16,1,zerg,hard
7,1340,116,0,800,300,0,0,240,0,671,0,275,0,16,1,zerg,hard
8,1385,126,0,800,300,0,0,285,0,755,0,275,0,16,1,zerg,hard
9,1420,136,0,800,300,0,0,320,0,727,0,275,0,16,1,zerg,hard
10,1460,151,0,800,300,0,0,360,0,671,0,275,0,16,1,zerg,hard
11,1510,166,0,950,300,0,0,410,0,699,0,325,0,16,1,zerg,hard
12,1550,171,0,950,300,0,0,450,0,727,0,425,0,16,1,zerg,hard
13,1590,176,0,950,325,0,0,490,0,727,0,425,0,16,1,zerg,hard
14,1638,181,0,950,325,0,0,530,8,671,44,425,0,16,1,zerg,hard
15,1682,186,0,1050,325,0,0,570,12,671,67,475,0,16,1,zerg,hard
16,1730,191,0,1100,325,0,0,610,20,671,111,475,0,16,1,zerg,hard
17,1593,196,0,1100,325,0,0,665,28,755,111,675,0,16,1,zerg,hard
18,1836,201,0,1100,325,0,0,700,36,727,134,725,0,16,1,zerg,hard
19,1894,206,0,1150,325,0,0,750,44,783,111,725,0,16,1,zerg,hard
20,1948,211,0,1150,325,0,0,800,48,755,111,725,0,16,1,zerg,hard
21,2001,216,0,1150,325,0,0,845,56,811,111,775,0,16,1,zerg,hard
22,2054,221,0,1200,325,0,0,890,64,783,134,775,0,16,1,zerg,hard
23,2122,226,0,1200,325,0,0,950,72,839,134,775,0,16,1,zerg,hard
24,2175,231,0,1200,325,0,0,995,80,839,134,825,0,16,1,zerg,hard
25,2228,236,0,1250,325,0,0,1040,88,839,134,825,0,16,1,zerg,hard
26,1991,241,0,1250,325,0,0,1095,96,811,134,1125,0,16,1,zerg,hard
27,2024,246,0,1250,325,0,0,1145,104,839,134,1150,0,16,1,zerg,hard
28,2103,254,0,1300,325,0,0,1195,108,867,111,1200,0,16,1,zerg,hard
29,2456,259,5,1300,325,0,0,1240,116,811,111,1200,0,16,1,zerg,hard
30,2509,264,10,1300,325,0,0,1285,124,783,111,1250,0,16,1,zerg,hard
31,2562,271,15,1350,525,0,0,1330,132,727,134,1250,0,16,1,zerg,hard
32,2461,281,20,1350,525,0,0,1375,136,755,111,1400,0,16,1,zerg,hard
33,2665,291,25,1350,525,0,0,1425,140,783,89,1450,0,16,1,zerg,hard
34,2723,301,30,1400,550,0,0,1475,148,839,89,1450,0,16,1,zerg,hard
35,2770,311,35,1400,550,0,0,1510,160,755,134,1450,0,16,1,zerg,hard
36,2831,321,40,1400,550,0,0,1555,176,727,201,1500,0,16,1,zerg,hard
37,2888,331,45,1450,550,0,0,1600,188,699,223,1500,0,16,1,zerg,hard
38,2959,341,50,1450,550,0,0,1655,204,811,246,1500,0,16,1,zerg,hard
39,3020,351,55,1450,550,0,0,1700,220,811,246,1550,0,16,1,zerg,hard
40,3072,361,60,1500,550,0,0,1740,232,783,246,1550,0,16,1,zerg,hard
41,3143,371,65,1500,550,0,0,1795,248,783,223,1550,0,16,1,zerg,hard
42,2910,382,66,1500,550,0,0,1850,260,839,223,1850,0,16,1,zerg,hard
